Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,355.4468078613281,110210800
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,357.89483642578125,66426200
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,360.0345764160156,107997700
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,365.38372802734375,68766800
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,367.4656066894531,71677200
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,364.98858642578125,51034700
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,365.0657043457031,52547700
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,366.048828125,45303600
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,364.7668762207031,49989100
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,362.1067810058594,107160000
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,364.9500427246094,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,370.0004577636719,61836100
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,370.3377685546875,47840100
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,369.0269775390625,52860500
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,370.4823303222656,70402000
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,369.9040832519531,42665300
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,360.8634338378906,123351100
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,363.96697998046875,94198100
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,356.68048095703125,126765100
2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,362.61761474609375,75817600
2021-02-02,379.6499938964844,383.2200012207031,376.32000732421875,381.54998779296875,367.7450866699219,64450700
2021-02-03,382.44000244140625,383.70001220703125,380.4800109863281,381.8500061035156,368.0342712402344,52427100
2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.19000244140625,372.21722412109375,47142600
2021-02-05,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,373.6822509765625,48669800
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,376.3809509277344,38365200
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,376.1303405761719,35551100
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,375.9664611816406,59154400
2021-02-11,391.239990234375,391.69000244140625,388.1000061035156,390.7099914550781,376.57373046875,42913300
2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,378.4338684082031,50593300
2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,378.10614013671875,50972400
2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,378.1929016113281,52290600
2021-02-18,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,376.5833740234375,59712800
2021-02-19,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,375.9182434082031,83241000
2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,373.02685546875,67414200
2021-02-23,384.6600036621094,388.95001220703125,380.20001220703125,387.5,373.4798278808594,107284100
2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,377.5953369140625,72433900
2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,368.4968566894531,146670500
2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,366.5981140136719,152701600
2021-03-01,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,375.484619140625,105348800
2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,372.5545349121094,79595300
2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,367.6198425292969,119940200
2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,363.0705871582031,183433000
2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,369.74981689453125,152039600
2021-03-08,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,367.908935546875,123149200
2021-03-09,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,373.1617736816406,113633600
2021-03-10,389.69000244140625,391.3999938964844,388.1700134277344,389.5799865722656,375.484619140625,109899400
2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,379.2916259765625,86245000
2021-03-12,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,379.8024597167969,64653600
2021-03-15,394.3299865722656,396.69000244140625,392.0299987792969,396.4100036621094,382.0675048828125,73427200
2021-03-16,397.07000732421875,397.8299865722656,395.0799865722656,395.9100036621094,381.5855407714844,73722500
2021-03-17,394.5299987792969,398.1199951171875,393.29998779296875,397.260009765625,382.88665771484375,97959300
2021-03-18,394.4800109863281,396.7200012207031,390.75,391.4800109863281,377.3158264160156,115349100
2021-03-19,389.8800048828125,391.57000732421875,387.1499938964844,389.4800109863281,376.61767578125,113624500
2021-03-22,390.0299987792969,394.07000732421875,389.9700012207031,392.5899963378906,379.6249694824219,73778600
2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,376.6370544433594,90686600
2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,374.7223815917969,97588600
2021-03-25,385.9800109863281,390.54998779296875,383.8999938964844,389.70001220703125,376.8304748535156,116128600
2021-03-26,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,382.9030456542969,114409100
2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,382.70965576171875,108107600
2021-03-30,394.4200134277344,395.45001220703125,393.0199890136719,394.7300109863281,381.6943359375,76262200
2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,383.2414245605469,112734200
